cave-name-ascii,min-altitude,max-altitude,length-nr,vertical-extent-nr,number-of-entrances-nr,record-id
Seashell Fungus Cave,,,,,,US-5e1823384fe2555ed87aec7b0030c0f7
Sentinel Cave,,,1228,,,US-9a30e4d2e2a4a8465581384f9c90eb8c
Seong-gul,,,900,,,KR-2110927b0659441797cfd15d034150f4
Shallow Cave,,,30,,,AU-ASF-3H-31
Sharks Mouth Cave,,,460,,,US-B120
Nirvana Cave,,,164,,,US-B130
Purgatory Cave,,,100,,,US-B150
Shave Head Cave,,,251,,,US-d558c3720b5fed776a451f439dcbc955
Sheet Cave,,,57,,,US-19040c9fb90fad9b38dab4903b808031
Shephard's Cave,,,65,,,AU-ASF-3H-22
Shin Ana,,,150,,,JP-f7cf2f3948a41198a2845ed071ce5f89
Shin Gokuraku Ana,20,20,676,,,JP-deb83e77a5d0486d047808af8a7af0df
Ship Cavern,,,,,,US-88248d928d5bb79d044b68ec542ee46d
Shoiko Fuketsu No. 1 Cave,1160,1160,230,,,JP-adcca12954d8f052614dbae9687a8a87
Shoiko Fuketsu No. 2 Cave,1145,1145,55,,,JP-c4ec6786c694457a398180118a830ca7
Shoiko Fuketsu No. 3 Cave,1140,1140,35,,,JP-b4b5830b62d7fa1c0797e7448d72b0b4
Shoiko Fuketsu No. 4 Cave,1130,1130,32,,,JP-a54f5742c77c35dbe9d6805b7c3dcc62
Shoiko Fuketsu No. 5 Cave,1125,1125,30,,,JP-6085e79588ba42e9cd4c59d8a7b1d5a2
Shoji Fuketsu No. 1,,,40,,,JP-d46b963c1d3c5b555ca089b54b87ba97
Shoji Fuketsu No. 2,,,50,,,JP-1ca2e7ce3ebdc805d286fdd9b7f75c73
Shoji Fuketsu No. 3,,,40,,,JP-9f5ad1fbb0357d19858cbafe973c995f
Shoji Fuketsu No. 4,,,103,,,JP-a6bbaabcb68bba5e786d046289bcb266
Shojioana-Gatsudo Cave,,,247,,,JP-02b0fbef00af4b7c072cbf9a97f345fa
Shojioana-Nichido Cave,,,161,,,JP-fba98cc6f6f78c18fd9fb02823e982c2
Shonin Ana,,,77,,,JP-a932000e39b78afb3e94adef3d42e7c3
Short Caves,,,100,,,US-88cef005fa0792451f689acdd101a1c9
Short Little Arch,,,16,,,AU-ASF-U43
Shortstop Cave,,,30,,,US-5fbcd27eab694bbc9b4ee54a09d1d3fe
Shoshone Indian Ice Cave,,,213,,,US-324cfef69dd528663ea66132abd31c19
Shovel Cave,,,393,,,US-64d1cfe1951bbe43f83687a7b5e1261d
Shuwaymis Cave,1275,1275,510,,,SA-4dce8695df6b6597410c71b26d2477d2
Sierra Negras Ice Cave,,,,,,US-75cfb066a5ef979397a5edeb7fc579b1
Sierra Partida,,,850,62,,MX-d6274ea9d64fcc3bea616179a8c3b477
Sign Cave,,,262,,,US-917959f11289e657c42edc2edbc8d590
Signal Flag Cave,,,255,,,US-97df809c523a1027c9fa5bc95a0c9baa
Silent Night Cave,,,,,,US-7fabd478ef6377749a4ca7b127206ee1
Silver Cave,,,600,,,US-914e7ec6c327ddfbc0ddf25f267df4ee
Six Mile Hill Cave,,,,,,US-cb2f525f624e357eaa45f561aa53107e
Skamaniac Cave,,,1074,,,US-b01442061892a561edf755e8a6e4f0cf
Skeleton Cave,,,1042,,,US-54e897dda7652157d670e2d1a30fe9a2
Skeleton Cave,,,43,,,US-d500c95813c6ad153e2cfe0b7fcbefb4
Skin Mites Cave,,,1090,,,US-2a3492a2f68c09d9bae2f4e489253ce6
Skipton Cave,,,240,,,AU-ASF-3H-1
Skull Cave,,,350,,,KE-327/1
Kalua O Lapa Cave,,,60,,,US-1c1ba489d6cbd97098767d9787e419d8
Skylight Cave,,,550,,,US-e6b13517575a2d76110eab048ff23401
Skylight Cave No. 2,,,,,,US-840988e22f8593bfc2d7efe0de4c841b
Slate Lakes Cave,,,274,,,US-b958d2a322d71359d40d807febd3d1e9
Sleeping Beauty Cave,,,1130,,,US-NSS-633-019
Slide Cave,,,995,,,US-429adb676b9c5583d84f98bf5136e38b
Sliman Allot Cave,,,61,,,US-9dbbe308ae1cf8993549549651cbbae2
Slime Cave,,,256,,,US-922214faa9917618c45e708bd1f94531
Slime Cave Annex,,,23,,,US-7c84aa5724971faa3b1fbaa124a93135
Snowpatch Cave,,,360,,,US-30e17eb152eb3f26dc83bff729b737f8
So What Cave,,,61,,,US-c5035de29acd4d32ae0f3069a90bdd9e
Sochon Kul,150,150,3074,,,KR-cba1603643cb9a3494bf9d453a0c4366
Susan Gul,110,110,4675,,,KR-75cc6f80cc0a12e48e5fb86abb197301
Somersault Cave,,,,,,US-NSS-611-97
Sonja Wagit Cave,,,122,,,US-e05617d3e30b52c9628f3c6167edc803
Soqulu,,,165,,,FJ-54346ad55bc91aa3e4239991cbec6a5f
South Black Jack Cave,,,91,,,US-7017363d730cd3a8d77d988e3f13ab88
South Ice Cave,1530,1530,280,,,US-adc4f02585a0a21689852812c09c7fa6
South Labyrinth Cave,,,1134,,,US-4827e009a14bf69104816a9f72f797c6
Speaking Tube,,,25,,,AU-ASF-U62
Spear Point Cave,,,173,,,US-3a40e2691ed75a3da857114dd85bef80
Spider Cave,,,,,,US-67b0644338f7ee8d957b775957811094
Spider Cave,,,271,,,US-cedb81248b9e7404f30855cc489d0e6d
Spider Moth Annex,,,139,,,US-77e0449aa5f043c26b35cde3b0807e39
SPJ,,,396,,,US-ba33eae9863b49ac633a8f8b311a7884
Splash Cave,,,91,,,US-f5e44eb7ca09dc273f49c45a71880f09
Squeaking Pika Cave,1027,1027,,,,US-65729a6ccf6631bce237d2ae5e25f948
St. Pauls Cave,,,30,20,,AU-ASF-4U-5
Stairstep,,,183,,,US-f16027d278dfb108f8b6ca0df63c4f62
Stalagpie Cave,,,1250,,,US-34a64bd11637bc171ed82bf686b0606f
Stan's Cave,,,15,,,US-e9a6d34cf1f3939cb8fda792cf63bade
Station 7C Cave,,,,,,US-109df0323fc6095c37e1f0fe8c71a9b8
Station 7A,,,,,,US-d4573cb9513725603475b910c3f1c88c
Station 7B,,,,,,US-1a61418f3784575e81302ade3fdb3147
Station 8 Cave,,,31,,,US-49425beb424a25172193846950205bfa
Stefanshellir,,,1520,,,IS-6b64a41d13ea3703bc179d5320cb7b55
Stephens Road Cave,,,35,,,US-e97de256c83dddd923d2eaab10e04377
Stephenson,,,156,,,AU-ASF-4U-21
Stepladder Cave,,,91,,,US-0a33534ede43132b64981867ed295f5e
Stevens Cave,,,70,,,AU-ASF-4U-16
Stevens Road Cave,,,31,,,US-5990ccfdc209d0e7e47c9e2ab118d200
Stewart's Cave,70,70,183,,,NZ-0d7cf811032cb43b5438718648970247
Stinking Cave,,,39,,,US-de17f20a145f3326ecf5749a4d76c966
Stoneman Lake T.I.,,,850,,,US-466dea0bda590d9dda760a7ca21f1fdf
Stookey Ranch Cave,,,186,,,US-552f3ff09f7b63dff3c2c4309006acbc
Stove Cave,,,79,,,US-2153f237d8996364ffaad99f0b6319aa
String Cave,,,18,,,US-b3c0fef28b99874291e8b8a37d02522b
Butter Cave,,,,,2,US-2d052584801ff019414341a11c586572
Cheese Cave,,,628,,,US-0c51e70fa2ac622f42b64b6a72ad1807
Red Cave,,,,,,US-eada9f1b2d8327d12c8b096cd5a125a1
Stairwell Cave,,,411,,,US-0a406d44fcb58dece627668ce2f0341b
Trillium Cave,,,18,,,US-123142a89ef5be87fadbae36002ebb1e
Twidwell's Cave,,,90,,,US-efc365ae80a4d5a7f76529e75ab43bd0
Stubur,,,15,,,IS-8dabbc37a59e0b4df12a7a677d6ed372
Subashiri Tainai Cave,2630,2630,20,,,JP-fb81f7b60d778c095ebbb0da349e3265
Sugar Pine Butte Ice Cave,,,130,,,US-d9d3bc1bb4846344daf554cde39ea195
Sullivan Cave,,,,,,US-28ff6f91f8a04f81334a98e90a4233a5
Sunbeam Annex Cave,,,46,,,US-18283b803f01615852d03bf86ea58854
Sunbeam Pit,,,147,,,US-95a56113fbaff505aca690b74924705f
Sunbear  Cave,,,,,,US-bc06cee13d1d838e28d5ff52a93cf2fa
Sunnyside Tick Cave,,,44,,,US-c66cdd8c5916219b51a78d3d83aaedbf
Sunset,,,30,,,AU-ASF-U54
Sunset Cave,,,370,,,US-cd1a140a74f1e254267c60c2f495698a
Sunshine Cave,,,142,,,US-07a099cbeb1486b236e446b3b65faf00
Surprise Cave,,,,,,US-5f2dc7639df733ef4f6fed7d2195d158
Surprise Cave,988,988,90,,,US-b4b51409ce91210fa46b2f8839904328
Survey Point Cave,,,50,,,US-b8b44b9a345ed91b4b63dc06874229a6
Surveyors Ice Cave,,,,,,US-0aefe1c8bb5fb60a31e99240d97c2a55
Susono Fuketsu Cave No. 2,125,125,121,,,JP-c425677bedd1f25da7c857b9143ec889
Susono Fuketsu Cave No. 1,116,116,116,,,JP-0c14d0f9aa3ef1d8baaf9e00e22b3f0d
Swan Lake Ice Cave,,,,,,US-be19d51e09e310408b8addc21bf52562
Swansong Cave,,,140,,,US-9035b613b0e2b5c8b02eaded4dbbd101
Sweat Box,,,46,,,US-918b030e9dd416fdf576df8adb047d50
Symbol Bridge,,,45,,,US-149b7919f8a1853b897a65a8909ac20d
Pulai Basalt Cave,,,151,21,,HU-0aeca23e8728790340855f4667e709ca
Tadpole Cave,,,,,,US-4753e29926a30f3773cd880ed7464f1a
Takeno Ana,,,130,,,JP-632d0db9ac75e74b25d2b79daa9a69c1
Taylor Cave,,,108,14,,AU-ASF-4U-4
Trinuk-i-ana,17,17,80,,,JP-bd80637c3f969428d450c15dbe1793e3
Tshi-ana,25,25,40,,,JP-9050fd955aca07ce7dfd913a5b53fb9f
Tea Cave,,,79,,,US-49c39c7291a3b41c4118f188c709e0db
Tea Kettle Cave,,,,,,US-c6eda497079e1ca78b3e3d0546e60871
Techno-Nine,,,936,,,US-c9dc22122d8ad7f316de0545eed14bee
Tee Cave,,,1006,,,US-5ccf25a754dfb275f4fc3aa7bed21aa8
Teeter Rock Cave,,,297,,,US-3053eb117eca3bd51bf56ad59efa2802
Tell Shihan Tubes,,,2000,,,SY-00bfc7704f2a113331dc1781d6f5d8b0
Ariqa Cave,,,562,,,SY-a29501701a523beca597c025c0a4d639
Umm ar Rumman,,,1615,,,SY-ba5df02d0ad9fec7f757591fd60bc22c
Temple Cave,,,,,,US-23728e6758db047d289a5466a55b8b31
Temple of Doom,,,50,,,AU-ASF-U48
Thanks Cave,,,915,,,US-7d95f8a2c9f3d61a5b9e38979d5ae342
The Den,,,18,,,US-e372fd311a81ec03a04fa45a7f195581
The Goblet,,,21,,,US-6280aef3e61d84a27a320f2f9c9ef6ba
The Hookworm,,,,,,US-161efe61d1da1deea5fecc8adccfb011
The One Frank Missed,,,,,,US-c6627d7f8d9a72885b1e22b0854316fd
The One That Goes,,,,,,US-10b4a66e6750a9f209a252f3daf37266
The Puka Cave,,,305,,,US-f652817db24ab2dd2602211c89735a50
The Staircase,,,,,,AU-ASF-3H-25
The Tank,,,122,,,US-87fe02809e85c34622d2386fc87f479d
The Turk,,,60,,,AU-ASF-3H-24
Thermal Cave,396,396,45,,,US-9424cef321a249c038d06e356709a6b5
Kukaiau Cave,,,1002,105,7,US-3d0d8c5cc08f78bc9cfe22290a1928fc
Three Pines Cave,,,30,,,US-7ad4999fe0aa30e004745b59e1ad2954
Three Sinks Cave,,,1105,,,US-a3e59969a6c38c616c0e99e23c93ada1
Three Way,,,133,,,US-a5e9db278af026b7d96e5bbe49933500
Throughway Cave,,,60,,,US-a01f2f1f5ada73ac24854dae874912c6
Thunderbolt Cave,,,781,,,US-2f0875c60bc99d612b889cab538b65f2
Thurston Lava Tube,1200,1200,593,20,,US-7758ede1bf2895fde3e033888aca6e8b
Tick City Cave,,,,,,US-30d9b4f2a2583e55fb061d28a6017878
Tickner Cave,,,442,,,US-601274dfc4397b0cd0b650046fe920e4
Tickner Chimneys,,,800,,,US-c8dad7208ddefa579c2ab06e0abbd94e
Tie Cave,,,24,,,US-2399b50b34ee21eb23ca6923fcb01109
Tindima Pot,,,,,,KE-5637aa2d45f03c7cfb2da053e6a73c42
Tinemaha Cave,,,53,,,US-9ba90788c0d5e061b68d182d0837dcde
Tire Tube Cave,,,520,,,US-0de4cc7731a05688b6bcb8904be18df5
To-9601/02,390,390,540,11,,RU-5536/16010-11
To-9603,350,350,25,4,,RU-5536/16010-10
To-9604,350,350,25,4,,RU-5536/16010-9
To-9605,370,370,12,,,RU-5536/16010-8
To-9606,370,370,15,,,RU-5536/16010-7
To-9607,370,370,24,2,,RU-5536/16010-6
To-9608,370,370,23,2,,RU-5536/16010-5
To-9609,390,390,97,3,,RU-5536/16010-4
To-9610,390,390,185,5,,RU-5536/16010-3
To-9611,390,390,22,2,,RU-5536/16010-2
To-9612,410,410,65,3,,RU-5536/16010-1
Todd's Cave,,,,,,US-4a6d77741d5af88e3c4357e5f6429094
Kosrae Island tube,,,,,,FM-a1bb213e0b62bc3a27cf90e160de43fc
Tol Island tube,,,30,,,FM-619f9e3c12d4d97894e177de4955f275
Tom,,,34,,,AU-ASF-U59
Tom Thumb Tunnel,,,,,,US-dcc5842612d8a5f55fd213338e1f9ff0
Tomb North,,,,,,US-39e28514031f77f8cefb37c77b498db3
Tomb South,,,,,,US-550c23587012189bb6d172751a7f96ef
Tonsilectomy Pot,,,30,,,KE-c7d22b0d467ac81938f5e453cff109ce
Too Dirty Cave,,,91,,,US-60710a6202396fc8fabb9b324f7fdbac
Tooth Cave,,,,,,US-df1a11263336a15d98da2c158b89f720
Tooth Cave,,,335,,,US-f4d1bb8d2fb4082562b6528997c66d5e
Trail Cave,,,23,,,US-714d62824b77635014165bffa2b0fe96
Transect 1 Cave,1650,1650,30,,,US-e8ca4e59a1f4ebcfc6144a74c8a742a7
Trapper Cave,,,,,,US-7c5bf3ae85ae936ad693e11ce66a6a00
Traves Cave,,,67,,,AU-ASF-4U-18
Johnson Cave,,,125,,,AU-ASF-4U-19
Tumulus E-1 Cave,,,60,,,US-1fc0f5d3c97133824341b42b0a6aecad
Tunel de la Atlantida,,,1570,,,ES-c5981a1a916cefce87d884c850717bd0
Tunel de Los Piratas,,,1200,,,EC-00a0fb8cb55cd63cf037547dcf4ab5d6
Tunnel Cave,,,45,,,AU-ASF-3H-9
Tunnel Cave,,,20,3,,AU-ASF-3H-66
Tunnel No. 2,118,118,,,,CL-a2aff3f2edb2a466a71928433fe45eea
Tunnel No. 3,108,108,,,,CL-74c94758ca09e70f64f193f86ed904e6
Tunnel No. 4,100,100,,,,CL-587461b6d86f577d3db8e4f44b866f51
Tv botni,,,310,,,IS-994092a777be75884534403c905622df
Tween,,,24,,,AU-ASF-U38
Twenty-Four Cave,,,15,,,US-4b334123fb0107be1d4526f4c3383a1d
Twin Caves,,,20,,,US-4dd8f470cd3d65ab2f4994357037ad6b
Twin Craters Lava Tube,,,7000,,,US-00fb125c055812c46613cec054e7d7c3
Twin Skylight Cave,,,,,,US-NSS-611-106
Two Column Cave,,,21,,,US-d9a0c816d148808709f7c537f9bc1250
Uba Ana,750,750,123,,,JP-fa59553d826ee4cbf0eb8c33d995cb36
Ubuvomo bwa Nyrabadago,,,1500,,,RW-9dbe67472fddd40decb1f2f99c499fab
Ubuvumo bwa Musanze,,,4560,210,,RW-52b9d30d023628b22bcb6c0554c50eda
Umi'i Manu (Bird Trap),,,3887,570,,US-88eec3a2d2821103e5e0215a178df08b
Shangri-la Cave System,,,,,,US-8e94bcc32530ea3ac07071731690997b
Petrel Cave,,,,,,US-09344e5f227b48f6fcc34e9180dc86a9
Yellowjacket Cave,,,,,,US-4da912238da51bccc61d8a778c18d8ee
Hapuu Cave System,,,,,,US-b3ebbc2ebe7e0f53c912425d1233a89e
Olapa cave system,,,,,,US-c23a7026eb5c009cbfe12275fa370409
Under the Wall Cave,,,4403,125,,US-5b7581ae7b29165ecccb15cb40b0c7bd
Under the Lake Cave,,,171,,,US-7485d77c517e1355018801a31ff92025
,,,876,,,US-40da4291dfabfa1749f9b487992c6950
Uppahellir,,,380,,,IS-f0d53913f1dc35485d58e8ecc042dbf0
Upper Bird Park Cave,,,150,,,US-f22a337b0f47bec484855397d05b4e90
Upper Ice Cave,,,,,,US-a50eecca7d83813c7a7a09db3ac17b1d
Upper Keauhou Trail Cave,,,579,,,US-66b2b559dc3a389574aac173eccb801e
Thaumatogryllus cave no. 2,,,720,,,US-02f09aa02fe027c832547be5eaf6e35b
Lua Mano,,,,,,US-1105078695769afd8257a1816ddd6716
Puka Moa,,,,,,US-c1b8e393f3978c46c40a7e48dcec77df
Lower Kipahulu Valley,,,,,,US-24bd8f5aa74a90050ce50d2bf0ecbd73
Upper Nahiko Road Cave,710,710,23,,,US-09477995cf96ca987af0e43c26933627
Upper Oozing Red Puka,,,80,,,US-0d4538855cf274c88a135887ffe8aeac
Upper Secret,,,150,,,AU-ASF-U67
Upper Uilani Cave,,,,,,US-1df0ae995ab857cf87b2dbcb25578a59
Upper Wananalua Cave,,,100,,,US-c4b95e514a309e064d5c4cd297389477
Uzura Ana,733,733,820,,,JP-b89a5b7c7bb79206926375559f8f3f48
Valentine Cave,,,498,,,US-cf5b3b9ebe85feef0e296e4e8a30bf41
Volundur,,,700,,,IS-f7869f87446dd19efb5e13f13cd633ce
Vegamannahellir,,,340,,,IS-5575e5bdff9aa7a89fd3f0fd3e1120fa
Vegghellir,,,320,,,IS-d30e8e8ecd7bf6865c4f709589a113cf
Veltingur,,,155,,,IS-9956829a34603d7ce97920cbfeb47b83
(Vent),,,,,,US-82dd07b0e74ac66010d1cf76e4a4d060
Volunteer Cave,,,60,,,US-9375b2483ca5ab4b35898953284e62b9
Vonbrigdahellir,,,155,,,IS-82bad3d8a8a90fa2cd3ab69f4b462d28
Vorduhellir,,,350,,,IS-e835fead92367946a43d1a02ea2a5b77
Vulture Cave,,,18,,,US-1c467b5209f538a0cd01eee1fd35da25
Wa Hol Gul,200,200,2066,,,KR-952d93bb1cbec19f369cb67ada5882ec
Wahoi Valley Trench Cave,,,30,,,US-8032e350fb2a88c6ff2f8c08ba551d64
Waiahuakua Cave,,,352,,3,US-7c8ba2281fe89d3de15fad3490467518
Waialoha Cave,,,225,,,US-a68ca2dda460f81610fc53077e74c579
Waiawaipuhi Cave,,,290,,,US-e872adafc631f08c7e83ab7557adf9b1
Waihou Spring Cave,,,,,,US-e24b8d690401a6237b8bb4bd79a9fa4d
Waikahekahe Cave,,,122,,,US-fdcdceba21ef242a7426b92ba4003328
Waikanaloa Wet Cave,,,82,,,US-e60b718e0df7aadbc38b0e9a75074175
Waikapalae Wet Cave,,,60,,,US-028d4272e3a960232f47df2df3cac902
Waimalu Cave,,,31,,,US-f2f39625b9663cb35b594e35e01554c9
Waimaqere Cave 1,,,430,,,FJ-ae1c63b94ba4b2273f56760fe69b7575
Waimaqere Cave 2,,,180,,,FJ-b4a83f40a2890c49fcb29ffa6d845c7e
Wainapana Cave,,,500,,,US-7c3bdd81110eceeee12f7340d1050972
Wallaby Cave,140,140,112,,,NZ-0ed2024392ae77b86eebcf3a2dd4b23f
Wallaby's Hideaway,,,39,,,AU-ASF-U55
Warm Spring Cave,,,191,,,US-792c2188a260b6491c0b7db4ca8dae7b
Water Caves,,,536,,,US-5017978d7352061917525d3020a72eb7
Water Pipe Cave,,,625,,,US-344a26548495d7018da0d3bf4d4784b3
Water Pipe Pit,,,91,,,US-f9a6578f7bd30dc93a0ce32aef3e229b
Wedding Cake Cave,,,91,,,US-7ebe3a8f12ce4eb4aca7aa4bc014b98a
Shelter Caves (Koloa 74c),,,21,,,US-a64bdeaa4d7d4dd89ce3eb0529c233ec
Ali'i Cave,,,,,,US-443abe4b4297b5b071f6131175845cb1
Weliweli Cave 80A,,,,,,US-92c2b53beaafbc7996157a0070acb7cf
West Cave,451,451,30,,,US-eba04c80ca80c92dfabdb22f6afd6f4b
West Vent Cave,,,,,,US-bd41312cfc7fa7d5067cef77359155c3
Whiskey Cave,,,40,,,US-2c0476c5f2c68098ad366505cc38659e
White Arrow Cave,,,,,,US-e3611e3007ed676ed12c5d54c0d3f1b4
White Horse Cave,,,,,,US-0c0fc5f467660d5542c8921ef3d25237
White Lace Cave,,,,,,US-5d183ac92de6dfdb49fd659547de1989
White Mountain Ice Cave,,,,,,US-ad4595874a91e4d2f6ff4986a53e32b4
Wilcox Cave,,,400,,,US-b43452e275b0f38c335a0dc48126e244
Wildcat Cave,,,,,,US-7dbe50369e9b1139134b084af34597f6
Will's Cave,,,,,,US-60a4d1a2879ed28aa60e90e284c4a941
Williams Cave,,,38,,,US-d1ec028ddeae8b0a6a126a6a2d5168a7
Wilson Butte Cave,,,133,,,US-03e78154d40f9b4dea3a503321a591d8
Wilson Cave,,,73,,,US-62d7dc82c15d3dda609d26d430da52aa
Wilson Lake Ice Cave,,,70,,,US-fef51ebdad399637bff16abbe6b7f0db
Wind Cave,,,1170,,,US-da5dbc4fdb0d592bf9c15731feaa6eef
"Wind Caves #'s 3,4,5",,,91,,,US-44c1ae6fac5427140e36c5abb0472726
Wind Tunnel,,,293,,,AU-ASF-U42
Winding Sidewalk Cave,,,245,,,US-c4b372e88c6e9c2b10ecd9503a57c148
Wiri Lava Cave,38,38,280,,,NZ-4c6965e28e0475ea1867439530f66238
Motor Holidays,30,30,114,,,NZ-bc578804fad2ab3fcbf5ec2432cdf066
Wishing Well,,,104,,,AU-16673bc0fa17a708c51a47409e431d8d
Woodsy Owl,,,137,,,US-b201575b57f09a2299295df8eb08ea7d
Wyllie Street Cave,,,,,,US-80fc451e893e1a343061f8135cb14f0b
X Cave,,,914,,,US-16facf879a9d372f703ad52c405ae404
Xenolith Cave,,,,,,US-3f699a79ab8c7ceb6cbe86fe7ea5cd64
Y Cave,,,300,,,US-dd4ecc7f912373e4bfbf3fc923a557f7
Yaskiki Ana,,,239,,,JP-b83132e8f685035c70622caaaa009bbc
Yellowjacket Ice Cave,,,30,,,US-64b26187b53cd60332b461a7426db3ee
Young's Cave,,,1312,,,US-35DS115
Yuen's Caves,,,160,,,US-fc40191b99092abf53249ff39aac4f64
Yuuki Do Cave,5,5,200,,,JP-4864aa841ef37878f943563e039c6331
Yuri-ana,,,,,,JP-0653c9d5fd180aded9bcd21d78d919da
Yurunkuchino Ana,,,41,,,JP-a1c5553d3851dc79da01e247c7dab9ec
Zinza Fuketsu No. 1 Cave,1245,1245,443,,,JP-0af005560f7c34964dae2d887797a0d4
Zinza Fuketsu No. 2 Cave,1240,1240,51,,,JP-b44fa449acc93f8ab4d18d675a3e1c3b
Zinza Fuketsu No. 3 Cave,,,170,,,JP-627472369b842cca5ea711d1e8890d66
Zinza Fuketsu No. 4 Cave,1165,1165,100,,,JP-f86f2e376f841ce45748850cc56999fe
Zinza Fuketsu No. 5 Cave,1160,1160,105,,,JP-21cb6e6a6390a4b33488e711ea829ec8
Zinza Fuketsu No. 6 Cave,1160,1160,42,,,JP-ee5f3fdaba6003d0690998fcc04fc239
Zinza Fuketsu No. 7 Cave,1150,1150,80,,,JP-43f658dd3293f35ab879e68ec49c37bd
Zinza Fuketsu No. 8 Cave,1150,1150,100,,,JP-0964d8a880d364dd5b0e55ff6b77a353
Zinza Fuketsu No. 9 Cave,1145,1145,,,,JP-5efffc333a62ed43332a4b02fb34acc1
Al-Fahda Cave (Lioness Cave),792,792,924,7,,JO-6bbf0d56879e15035e2a176b6e3d0a0a
Al-Badia Cave,783,783,445,17,,JO-8c1cb307c0ad7876d20bc7d1c2136eda
Hashemite University Cave,787,787,231,10,,JO-15940e14a78559a2ce005af34998cfc8
Al-Ameed Cave,777,777,208,4,,JO-1446e8f0fb19c03c5228531875f14b54
Abu Al-Kursi East,883,883,154,12,,JO-561f61ff9d2f4de5f49f652d4efc62f8
Al-Howa,939,939,97,11,,JO-84ee850e027cf691bdd8fd07ad191abc
Kitum Cave (Place of the Ceremonies),,,,,,KE-947553705087f825d2bc43b30559d44a
Makingen Cave,,,,,,KE-17a7ec5bb3a4fef90469e7a3d20b4b59
Chepyanili Caves,,,,,,KE-58a3cccde239910a788558a7059fa037
Dangcheomul Cave,,,110,,,KR-17760c616f7c2f9bc9ab03022881d574
Yongcheon Cave,,,3360,,,KR-8cb1d7d74d15eeabe44af15833c41091
Goncharov lava tube,1277,1277,24,3,,RU-b9210a2a6482c0a043695a060cba678c
Pogibshaya lava tube,1257,1257,,,,RU-3a09160e042bf53d2b9a6b54ed705118
Sima Las Palomas,,,300,75,,ES-713887c7f7506d258c62e108a364edce
Cueva del Mocan,1100,1100,214,,,ES-8a7e2fee683345e7c9d8ab444a1293fd
Cueva Honda del Bejendado,,,1363,,,ES-LP/EP-1
Cueva del Sistema de Tigalate A,,,1632,,,ES-LP/MZ-1
Cueva del Sistema de Tigalate B,,,911,,,ES-LP/MZ-2
Cueva del Perdido,,,1288,,,ES-LP/TZ-2
Cueva Honda de Miranda,,,1006,,,ES-LP/BA-3
Grotta dello Zolfo,,,,,,IT-c905911c4f155b004c7902760bbdda74
Palahemo Lava Tube,,,305,,,US-75d63e8383cd3d1700e0cdf026f7b646
Delissea Cave System,820,2200,64700,1500,,US-2fe4578a1aaf2189753e0ddfdd6ad29a
Makauwahi Cave,,,,,,US-de811f885c0343c665cf985c19e6139f
Kamakalepo Cave System,,,998,,,US-e71a9943f2f1c73825181359c5e90955
Waipouli Mauka,,,,,,US-15c5beadb0056c676a3e026791452a30
Keokeo Cave System,,,40600,2200,500,US-d200434661ef65ad4089a8c63794d7cd
Pink Pistillaria Cave,800,800,,,,US-dde74af096a0c0ea33a9d704594f3671
Whitneys Cave,,,652,,,US-43dc9c32321ca7529a758bb7869d0d14
Lava Wall Cave,,,,,,US-88bf3b0eb0ff0fa2ed87501c0238d82d
Frozen Matt Cave,,,,,,US-4ca0e55da61505e5bc61ba291c2cdabc
Na One Pit,,,,263,,US-08a9115ade3be2c142897444a17af7d6
Ola'a Cave,,,11751,,,US-9e5e79b6a9566368832c89eb774d36c2
Ananaluawahine Cave,,,,,,US-60-03-290
Ana Noio Cave,,,,,,US-deaf2078baa72eeb63c58e0fd5629d08
Kaluaokahoalii Pit,,,,,,US-e270c0fb700873f5fc66e266d7c1e199
Kauhako Crater,,,,248,,US-68f3fbeddf69728d9450a439c84ab6df
Old Ladies' Cave,15,15,,,,US-4943ec739c38e2605e805713a1a23861
Kaupikiawa Cave,,,,,,US-60-03-312
Pit H Cave,,,600,183,,US-eb19eb14c6665e1e4e162763356a8c17
Wood Valley Pit Crater Complex,,,,90,,US-6ed1faed6483376de71403a1ab27cdb1
Kahalauaola (Shark Cave),,,,,,US-ad09914793317183758dfc403d82f820
C0,,,476,15,,VN-f389729e7c7038e5e44ad429d6cc498c
"C1, C2",,,402,4,,VN-95294be47834d825de40a616dcc80f66
C3,,,716,7,,VN-25a95bae476fbe026a2cf8d83367d1c2
C4,,,252,9,,VN-bdf39a2f5b830e516ed006675d638ea6
C6,,,180,4,,VN-5b2ca85406df419155865b994f589ab5
C6.1,,,294,5,,VN-c54e0a4c833e5ed8c606cf7242d5c897
C7,,,1067,15,,VN-d55999c1be1dcbb42091185c490f26b5
C8,,,791,24,,VN-68dd1fc0ddcda738ffddff78fc2ef7cf
C9,,,217,23,,VN-d2ba36e10b09951202efe66cd008de8b
"P1, P2",,,531,15,,VN-7732b52f03903fc987f77dde19d382b3
P8,,,344,26,,VN-16db1dcd245e800ed1c6d26f2bbf36f2
P11,,,498,8,,VN-4dca015d0354db421a528bbb8d03f870
P20,,,568,25,,VN-9765576d832e719995d97f727bb2b0c7
A1,,,439,10,,VN-2b8d234bd84c1b49615d5f5cf4f309e6
P3,,,81,5,,VN-7b821d59458ca858cea1ff4b6cf642da
P5 (PT07),,,204,4,,VN-be3ad1093a6701e009bb7c49a0595471
