country-name,state-or-province,phys-area-name,principal-cave-name,other-cave-name,cave-id,latitude,longitude,altitude,length,vertical-extent,number-of-entrances,map-link,rock-type,cave-type,contents,comments,cave-system,branch-name,reference,cave-use,curation
Norway,"Greftvatn, Gildeskal, Nordland",,Greftkjelen,,,,,350,11000,350,,,,,permanent ice,,,,Lauritzen et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00023-1,,
Norway,,,Salthølene,,,,,643, >2000,186,,,,,permanent ice,,,,Lauritzen et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00023-1,,
Norway,,Hellemofjord,Råggejavre-Raige,RJR; Pit-tarn Cave,,67.8777,16.2508,80 lower entrance, >1915,580,2,,limestone,,permanent ice,deepest cave in Scandinavia; lies north of Arctic Circle,Tysfjord complex,,Lauritzen et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00023-1; Lauritzen et al. (1991) http://www.speleo.no/dannelse/rjr.doc; https://en.wikipedia.org/wiki/Raggejavreraige,,
Norway,,,Isgrotta,,,,,225,,,,,,,permanent ice,,,,Lauritzen et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00023-1,,
Poland,,,Jaskinia Dmuchawa,,,,,1300,130,18,,,,,permanent ice,congelation ice,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Dudowa Studnia,,,,,1488,80,35,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Jaskinia Lodowa nad Kufą,,,,,1670,20,4,,,,,permanent ice,congelation ice,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Lejowa Szczelina,,,,,1730,8,4,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Szczelina ze Śniegiem,,,,,1745,24,8,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Tylkowa Szczelina,,,,,1750,98,25,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Suchy Biwak,,,,,1695,70,18,,,,,permanent ice,congelation ice,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Jaskinia Bańdzioch Kominiarski,,,,,1456 lower entrance,9550,562,,,,,permanent ice,congelation ice,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Śnieżna Szczelina,,,,,1613,6,0,,,,,,congelation ice,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Szczelina pod Lodową,,,,,1591,6,2,,,,,permanent ice,congelation ice,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Jaskinia Lodowa Krakowska,,,,,1570,30,6,,,,,permanent ice,congelation ice,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,Ciemniak mount,Jaskinia Lodowa w Ciemniaku,Lodowa Cave,,,,1695,390,42,,,,,permanent ice,congelation ice,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3; Hercman et al. (2010) https://doi.org/10.2478/v10003-010-0016-2,,
Poland,,,Szczelina w Tomanowym Grzbiecie III,,,,,1788,8,3,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Szczelina w Tomanowym Grzbiecie I,,,,,1777,20,5,,,,,,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Studnia w Dziurawem,,,,,1543,30,30,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Jaskinia Lodowa w Twardych Spadach,,,,,1480,152,40,,,,,permanent ice,congelation ice,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Studnia za Murem,,,,,1555,122,43,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Szczelina w Ciemniaku,,,,,2047,27,19,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Studnia w Kazalnicy,,,,,1545,830,235,,,,,permanent ice,congelation ice,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Jaskinia Lodowa Miętusia,,,,,1590,85,25,,,,,permanent ice,congelation ice,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Jaskinia Lodowa Mułowa,,,,,1680,400,69,,,,,permanent ice,congelation ice; hoarfrost,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Śnieżny Aven,,,,,1595,10,7,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Jaskinia Lodowa Ponorowa,,,,,1780,8,5,,,,,permanent ice,congelation ice,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,Tatra Mountains,Jaskinia Lodowa Litworowa,,,,,1576,460,150,,,,,permanent ice,congelation ice,Ptasia Studnia,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Dziurka w Trawce,,,,,1763,179,28,,,,,permanent ice,congelation ice,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Jaskinia za Ratuszem Śnieżna,,,,,1720,11,3,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Szara Studnia,,,,,1750,125,50,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Aven z Korkiem Śnieżnym,,,,,1644,12,10,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Jaskinia Strzelista,,,,,1701,83,18,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Ukryta Dziura,,,,,1812,32,8,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Średni Lej,,,,,1880,30,16,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Śnieżna Studnia,,,,,1756,12700,763,,,,,permanent ice,"recrystallized snow, congelation ice",,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Świstowa Studnia,,,,,1670,28,16,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Dolny Lej,,,,,1763,6,6,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Bliźniacza Studnia,,,,,1795,80,45,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,Tatra Mountains,Jaskinia Śnieżna,,,,,1700,14954,622,,,limestone,,permanent ice,"recrystallized snow, congelation ice",Jaskinia Wielka Śnieżna,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,Tatra Mountains,Jaskinia Wielka Śnieżna,,,49.24,19.923056,,23723,824,,,limestone,,,,,Jaskinia Śnieżna; Jaskinia nad Kotlinami; Jasny Awen; Jaskinia Wielka Litworowa; Jaskinia Wilcza,https://en.wikipedia.org/wiki/Jaskinia_Wielka_%C5%9Anie%C5%BCna,,
Poland,,,Zaspałkowa Szczelina,,,,,1743,10,5,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Dziura przy Lodowej Małołąckiej I,,,,,1641,6,4,,,,,permanent ice,congelation ice,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Jaskinia Lodowa Małołącka,,,,,1634,360,53,,,,,permanent ice,congelation ice; hoarfrost,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Mnichowa Studnia,,,,,1640,50,22,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Chuda Mnichowa Studnia,,,,,1649,35,18,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Poland,,,Koprowa Studnia,,,,,1808,90,47,,,,,permanent ice,recrystallized snow,,,Gradziński et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00024-3,,
Romania,,Apuseni Mountains,Gheţarul din Poiana Vârtop,,,,,,,,,,,,permanent ice,,,,Brad et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00025-5,,
Romania,,Apuseni Mountains,Borţig Ice Cave,,,46.56,22.69,1236,,,,,,,permanent ice,,,,Brad et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00025-5; Kern et al. (2009) https://doi.org/10.1177/0959683609105296,,
Romania,,Apuseni Mountains,Focul Viu Ice Cave,,,,,,107,,,,,,permanent ice,,,,Brad et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00025-5,,
Romania,,Apuseni Mountains,Scărișoara Ice Cave,Scărișoara Cave,,46.48972,22.80972,1150,700,,,,limestone,,permanent ice; many bats,,,,"Racoviţă and Onac (2000) 'Scărișoara Glacier Cave' Editura Carpatica, 138pp; Holmlund et al. (2005) https://doi.org/j.0435-3676.2005.00252.x; Perşoiu et al. (2011) https://doi.org/10.1029/2010JD014477; Feurdean et al. (2011) https://doi.org/10.1016/j.revpalbo.2011.01.007; Brad et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00025-5; Itcus et al. (2018) https://doi.org/10.1038/s41598-018-34106-2; Modini et al. (2018) https://doi.org/10.1017/aog.2019.6",guided tourist cave,
Serbia,,Beljanica Mt.,Tisova Jama,,,,,920,331,235,,,,,permanent ice,vertical / inclined,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Suva Planina Mt.,Provalija,,,,,1649,58,58,,,,,permanent ice,vertical,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kučaj Mt.,Mijajlova Jama,,,,,710,297,167,,,,,permanent ice,vertical / inclined,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kučaj Mt.,Dubašnica,,,,,905,,276,,,,,periodic ice,vertical; occasionally perennial ice,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kučaj Mt.,Zla Ledenica,,,,,900,150,37,,,,,periodic ice,vertical / inclined; occasionally perennial ice,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kučaj Mt.,Stojkova Ledenica,,,,,865,150,47,,,,,periodic ice,vertical / inclined; occasionally perennial ice,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Rtanj Mt.,Rtanjska Ledenica,,,,,926,63,40,,,,,periodic ice,Occasionally perennial,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Beljanica Mt.,Ledena Peć,,,,,670,108,18,,,,,periodic ice,,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kučaj Mt.,Dobra Ledenica,,,,,850,105,20,,,,,periodic ice,,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kučaj Mt.,Ledenica u Maloj Brezovici,,,,,,43,,,,,,periodic ice,,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kučaj Mt.,Ledenica u Velikoj Brezovici,,,,,,,,,,,,,,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kučaj Mt. (Vrtačelje),Ledena Pećina,,,,,922,231,92,,,,,periodic ice,inclined / cascading,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kučaj Mt.,Gaura Đin Šotaća,,,,,800,10,,,,,,periodic ice,,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Tupižnica Mt.,Tupižnička Ledenica,,,,,1060,63,26,,,,,periodic ice,inclined / vertical,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Devica Mt.,Veliki Ledenik,,,,,1123,51,25,,,,,periodic ice,,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Devica Mt.,Mali Ledenik,,,,,1145,42,9,,,,,periodic ice,,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Devica Mt.,Ledenik kod Sićermanske Livade,,,,,,,,,,,,,,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Ozren Mt.,Ledenik,,,,,1120,43,20,,,,,periodic ice,,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Svrljiške Planine Mt.,Snežnica,,,,,,,,,,,,,,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Suva Planina Mt.,Ledenica u Ždrebici,,,,,1370,,24,,,,,periodic ice,,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Suva Planina Mt.,Krstasta Provalija,,,,,,,,,,,,,,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Krnjača village,Lednica,,,,,1152,,,,,,,permanent ice,vertical / inclined,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Piskova Poljana (Pešter),Ledenica,,,,,1518,69,6,,,,,periodic ice,Ponor cave; occasionally perennial ice,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Vojselov Bunar (Pešter),Špela Bores,,,,,1215,43,23,,,,,periodic ice,vertical / inclined,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Mezgraja (Pešter),Bezdan u Mezgraji,,,,,1316,,40,,,,,periodic ice,vertical / inclined,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Serbia,,Kamena Gora village,Golubova Pećina,,,,,1346,37,11,,,,,periodic ice,Vertical structural cavity,,,Nešić and Ćalić (2018) https://doi.org/10.1016/B978-0-12-811739-2.00027-9,,
Spain,Santa Cruz de Tenerife,Canary Islands; Mount Teide,Cueva de Hielo del Teide,Cueva del Hielo; Teide Ice Cave; Altavista Ice Cave; Cueva de Salitre,,,,3400,55,14,,,,lava tunnel,periodic ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0; Rosales Martin (1994) http://www.vulcanospeleology.org/sym07/ISV7x16.pdf,,
Spain,Santa Cruz de Tenerife,Canary Islands; Mount Teide,Ice cave 2 Pico Viejo,,,,,,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,Santa Cruz de Tenerife,Canary Islands; Mount Teide,Cuevas Heladas de Villar,,,,,,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,Santa Cruz de Tenerife,Canary Islands; Mount Teide,Sima de Hielo Montaña Rajada,Sima Montaña Rajada,,,,,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0; Rosales Martin (1994) http://www.vulcanospeleology.org/sym07/ISV7x16.pdf,,
Spain,Aragon,Pyrenees; Monte Perdido-Marboré,Casteret,Gruta Helada de Casteret,,42.68514,-0.032455,2640,~500,80,3,,limestone,,permanent ice,"Cretaceous; large frozen lake (Gran Sala) 2,000m^2",,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0; https://en.wikipedia.org/wiki/Grotto_of_Casteret,,
Spain,,Pyrenees,Sarrios 1–6,,,,,2790–2810,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Casco 1–3,,,,,2750–2830,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Torre 1–3,,,,,2850–2860,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Cilindro,,,,,3020–3060,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Faja Luenga,,,,,2780,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Brecha 1–3,,,,,2790,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,La Roya 1–5,,,,,2715–2725,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Cristales,,,,,,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,CS-8,,,,,,,,,,,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees; Las Tucas,Avenc del gel (C8) Revilla,,,,,2460,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees; Escuain,,,C33,,,2360,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Avenc Sala Gelada,,C40,,,2440,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Cova Fresca,,B13,,,2320,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,B17,,,2140,,,,,,,,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,(Avenc de la Neu),,,,,1900,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees; Añelarre,Sima del Hielo,,AN62,,,1988,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Sima de Linza,,,,,,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,N1,,,,,2075,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,N2,,,,,2070,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,LO7-17,,,2076,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,LO7-3,,,2071,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,AN118,,,2077,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,AN230,,,2087,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,C213,,,,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees; Sierra de Alano (Ansó),Peña Forca Ice Cave,,,,,2300,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees; Sierras de Aísa,Lecherines Ice Cave,,,,,2080,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees; Tendeñera,Cueva del Hielo,,ST2,,,2200,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees; (Arañonera),Soaso Ice Cave,Sima de Soaso,,,,2259–2400,,316,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Fenez Ice Cave,,T3,,,2390,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,S-10,,,,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Grajera de Turbón,,T1,,,2208,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,A31,,,2473,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,Huesca province,Pyrenees; Cotiella,,,A294,42.5,0.3,2238,,~40,2,,limestone,,permanent ice,"ice volume of 250 m^3, mainly composed of firn ice, some congelation ice and seasonal ice stalagmites",,,Belmonte et al. (2014) https://doi.org/10.4461/GFDQ.2014.37.12; Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,A69,,,2170,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,A152,,,2191,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,A405,,,2338,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,C27,,,2456,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,,,B94,,,2440,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Pyrenees,Helada Brecha Brujas,,,,,2700,,,,,,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
Spain,,Cantabrian Mountains; Picos de Europa; Vega Huerta ,Llastral B3,,,,,,,,,,limestone,,permanent ice,,,,Serrano et al. (2018) https://doi.org/10.1016/B978-0-12-811739-2.00028-0,,
